hotel,isCanceled,leadTime,arrivalMonth,arrivalDay,marketSegment,bookingChanges,customerType
City Hotel,0,5,3,19,Groups,1,Transient-Party
City Hotel,0,5,3,19,Groups,0,Transient-Party
City Hotel,0,6,3,19,Online TA,0,Transient
City Hotel,0,0,3,26,Online TA,1,Transient
City Hotel,0,5,3,19,Groups,0,Transient-Party
City Hotel,0,5,3,19,Groups,0,Transient-Party
City Hotel,0,5,3,19,Groups,1,Transient-Party
City Hotel,0,5,3,19,Groups,1,Transient-Party
City Hotel,0,5,3,19,Groups,1,Transient-Party
City Hotel,0,145,3,19,Online TA,0,Transient
City Hotel,0,49,3,23,Online TA,0,Transient
City Hotel,0,45,3,15,Online TA,4,Transient
City Hotel,0,49,3,19,Online TA,0,Transient
City Hotel,0,11,3,24,Online TA,0,Transient
City Hotel,0,11,3,24,Online TA,0,Transient
City Hotel,0,23,3,25,Direct,0,Transient
City Hotel,0,0,3,26,Direct,0,Transient
City Hotel,0,0,3,26,Online TA,0,Transient
City Hotel,0,39,3,28,Online TA,0,Transient
City Hotel,0,73,3,29,Online TA,2,Transient
City Hotel,0,2,3,28,Direct,0,Transient
City Hotel,0,0,3,28,Online TA,0,Transient
City Hotel,0,0,4,1,Online TA,0,Transient
City Hotel,0,0,4,3,Online TA,0,Transient
City Hotel,0,1,4,4,Direct,0,Transient
City Hotel,0,10,4,3,Online TA,0,Transient
City Hotel,0,28,4,6,Corporate,1,Transient
City Hotel,0,64,4,8,Online TA,0,Transient
City Hotel,0,3,4,7,Online TA,0,Transient
City Hotel,0,31,4,9,Corporate,0,Transient
City Hotel,0,11,4,10,Corporate,0,Transient
City Hotel,0,7,4,10,Online TA,0,Transient
City Hotel,0,55,4,12,Online TA,1,Transient-Party
City Hotel,0,55,4,12,Online TA,1,Transient-Party
City Hotel,0,94,4,12,Online TA,0,Transient-Party
City Hotel,0,94,4,12,Online TA,0,Transient-Party
City Hotel,0,94,4,12,Online TA,0,Transient-Party
City Hotel,0,14,4,15,Online TA,0,Transient
City Hotel,0,1,4,16,Online TA,0,Transient
City Hotel,0,40,4,18,Online TA,0,Transient
City Hotel,0,61,4,16,Direct,0,Transient
City Hotel,0,1,4,18,Online TA,0,Transient
City Hotel,0,0,4,19,Direct,0,Transient
City Hotel,0,38,4,17,Online TA,0,Transient
City Hotel,0,34,4,22,Online TA,0,Transient
City Hotel,0,16,4,22,Online TA,0,Transient
City Hotel,0,37,4,23,Online TA,1,Transient
City Hotel,0,1,4,23,Online TA,0,Transient
City Hotel,0,31,4,23,Offline TA/TO,0,Transient
City Hotel,0,168,4,21,Offline TA/TO,1,Transient-Party
City Hotel,0,35,4,24,Online TA,0,Transient
City Hotel,0,77,4,25,Online TA,4,Transient-Party
City Hotel,0,77,4,25,Online TA,3,Transient-Party
City Hotel,0,3,4,25,Online TA,0,Transient
City Hotel,0,97,4,25,Online TA,0,Transient
City Hotel,0,108,4,28,Online TA,1,Transient
City Hotel,0,45,4,28,Online TA,0,Transient
City Hotel,0,127,4,28,Offline TA/TO,0,Transient-Party
City Hotel,0,127,4,28,Offline TA/TO,0,Transient-Party
City Hotel,0,127,4,28,Offline TA/TO,0,Transient-Party
City Hotel,0,127,4,28,Offline TA/TO,0,Transient-Party
City Hotel,0,127,4,28,Offline TA/TO,0,Transient
City Hotel,0,127,4,28,Offline TA/TO,0,Transient-Party
City Hotel,0,127,4,28,Offline TA/TO,0,Transient-Party
City Hotel,0,127,4,28,Offline TA/TO,0,Transient-Party
City Hotel,0,4,5,1,Online TA,0,Transient
City Hotel,0,99,4,27,Online TA,0,Transient
City Hotel,0,102,5,1,Online TA,0,Transient
City Hotel,0,1,5,6,Online TA,0,Transient
City Hotel,0,95,5,6,Offline TA/TO,0,Transient
City Hotel,0,1,5,8,Online TA,0,Transient
City Hotel,0,1,5,8,Online TA,0,Transient
City Hotel,0,0,5,10,Online TA,0,Transient
City Hotel,0,0,5,9,Online TA,0,Transient
City Hotel,0,24,5,8,Corporate,0,Transient
City Hotel,0,24,5,8,Corporate,0,Transient
City Hotel,0,77,5,10,Online TA,0,Transient
City Hotel,0,91,5,12,Offline TA/TO,1,Transient-Party
City Hotel,0,73,5,14,Online TA,0,Transient
City Hotel,0,196,5,12,Offline TA/TO,3,Transient-Party
City Hotel,0,196,5,12,Offline TA/TO,0,Transient-Party
City Hotel,0,196,5,12,Offline TA/TO,0,Transient-Party
City Hotel,0,196,5,12,Offline TA/TO,0,Transient-Party
City Hotel,0,196,5,12,Offline TA/TO,0,Transient-Party
City Hotel,0,5,5,16,Online TA,0,Transient
City Hotel,0,14,5,15,Online TA,0,Transient
City Hotel,0,0,5,16,Online TA,0,Transient
City Hotel,0,53,5,17,Online TA,0,Transient
City Hotel,0,5,5,16,Corporate,0,Transient-Party
City Hotel,0,116,5,18,Online TA,0,Transient
City Hotel,0,4,5,15,Corporate,0,Transient-Party
City Hotel,0,0,5,20,Corporate,0,Transient-Party
City Hotel,0,5,5,16,Corporate,0,Transient
City Hotel,0,31,5,15,Corporate,1,Transient
City Hotel,0,1,5,20,Direct,0,Transient
City Hotel,0,101,5,19,Online TA,1,Transient
City Hotel,0,23,5,22,Online TA,0,Transient
City Hotel,0,228,5,22,Online TA,0,Transient
City Hotel,0,14,5,23,Online TA,0,Transient
City Hotel,0,9,5,21,Direct,0,Transient
City Hotel,0,93,5,23,Direct,1,Transient-Party
City Hotel,0,93,5,23,Direct,1,Transient-Party
City Hotel,0,8,5,25,Online TA,0,Transient
City Hotel,0,13,5,23,Online TA,0,Transient
City Hotel,0,27,5,22,Online TA,0,Transient
City Hotel,0,87,5,27,Online TA,0,Transient
City Hotel,0,73,5,25,Online TA,2,Transient
City Hotel,0,135,5,28,Online TA,0,Transient
City Hotel,0,18,5,29,Direct,0,Transient
City Hotel,0,134,5,30,Online TA,0,Transient
City Hotel,0,38,6,1,Online TA,0,Transient
City Hotel,0,5,6,2,Online TA,0,Transient
City Hotel,0,14,6,2,Direct,0,Transient
City Hotel,0,2,6,2,Direct,0,Transient
City Hotel,0,110,6,3,Online TA,1,Transient-Party
City Hotel,0,110,6,3,Direct,0,Transient
City Hotel,0,102,6,3,Online TA,0,Transient
City Hotel,0,19,6,2,Online TA,0,Transient
City Hotel,0,15,6,2,Online TA,0,Transient
City Hotel,0,220,6,4,Groups,0,Transient-Party
City Hotel,0,220,6,4,Groups,0,Transient-Party
City Hotel,0,220,6,4,Groups,0,Transient-Party
City Hotel,0,220,6,4,Groups,0,Transient-Party
City Hotel,0,220,6,4,Groups,0,Transient-Party
City Hotel,0,220,6,4,Groups,0,Transient-Party
City Hotel,0,220,6,4,Groups,1,Transient-Party
City Hotel,0,220,6,4,Groups,0,Transient-Party
City Hotel,0,220,6,4,Groups,0,Transient-Party
City Hotel,0,220,6,4,Groups,0,Transient-Party
City Hotel,0,220,6,4,Groups,0,Transient-Party
City Hotel,0,220,6,4,Groups,0,Transient-Party
City Hotel,0,220,6,4,Groups,0,Transient-Party
City Hotel,0,220,6,4,Groups,0,Transient-Party
City Hotel,0,220,6,4,Groups,1,Transient-Party
City Hotel,0,220,6,4,Groups,0,Transient-Party
City Hotel,0,220,6,4,Groups,0,Transient-Party
City Hotel,0,220,6,4,Groups,0,Transient-Party
City Hotel,0,220,6,4,Groups,0,Transient-Party
City Hotel,0,220,6,4,Groups,0,Transient-Party
City Hotel,0,220,6,4,Groups,0,Transient-Party
City Hotel,0,220,6,4,Groups,0,Transient-Party
City Hotel,0,111,6,5,Direct,0,Transient
City Hotel,0,0,6,7,Online TA,0,Transient
City Hotel,0,118,6,6,Offline TA/TO,0,Transient-Party
City Hotel,0,14,6,8,Online TA,0,Transient
City Hotel,0,43,6,8,Online TA,0,Transient
City Hotel,0,18,6,9,Direct,0,Transient
City Hotel,0,18,6,9,Direct,0,Transient
City Hotel,0,63,6,9,Online TA,2,Transient
City Hotel,0,3,6,7,Online TA,0,Transient
City Hotel,0,14,6,8,Offline TA/TO,0,Transient
City Hotel,0,14,6,8,Offline TA/TO,0,Transient
City Hotel,0,106,6,8,Online TA,0,Transient
City Hotel,0,118,6,6,Offline TA/TO,1,Transient-Party
City Hotel,0,120,6,13,Online TA,0,Transient-Party
City Hotel,0,2,6,13,Online TA,0,Transient
City Hotel,0,13,6,14,Online TA,0,Transient
City Hotel,0,34,6,12,Online TA,0,Transient
City Hotel,0,34,6,12,Online TA,1,Transient
City Hotel,0,137,6,13,Online TA,0,Transient
City Hotel,0,102,6,12,Online TA,2,Transient
City Hotel,0,1,6,17,Offline TA/TO,0,Transient
City Hotel,0,243,6,19,Online TA,0,Transient
City Hotel,0,243,6,19,Online TA,0,Transient
City Hotel,0,48,6,21,Online TA,0,Transient
City Hotel,0,59,6,20,Online TA,0,Transient
City Hotel,0,50,6,22,Online TA,0,Transient
City Hotel,0,50,6,22,Online TA,0,Transient
City Hotel,0,39,6,21,Direct,0,Transient
City Hotel,0,146,6,20,Online TA,0,Transient
City Hotel,0,87,6,26,Online TA,0,Transient
City Hotel,0,39,6,26,Online TA,0,Transient
City Hotel,0,16,6,27,Online TA,0,Transient
City Hotel,0,84,6,26,Online TA,5,Transient
City Hotel,0,146,6,30,Direct,0,Transient
City Hotel,0,17,6,29,Direct,0,Transient
City Hotel,0,12,6,29,Online TA,0,Transient
City Hotel,0,12,6,29,Online TA,0,Transient
City Hotel,0,38,7,2,Online TA,0,Transient
City Hotel,0,54,7,2,Online TA,0,Transient
City Hotel,0,20,6,29,Direct,0,Transient
City Hotel,0,107,6,28,Online TA,3,Transient
City Hotel,0,82,7,2,Online TA,0,Transient
City Hotel,0,140,7,2,Online TA,0,Transient
City Hotel,0,0,7,3,Online TA,0,Transient
City Hotel,0,140,7,2,Online TA,0,Transient
City Hotel,0,137,7,2,Online TA,0,Transient
City Hotel,0,160,6,30,Online TA,0,Transient
City Hotel,0,100,7,4,Online TA,0,Transient
City Hotel,0,11,7,4,Direct,0,Transient
City Hotel,0,138,7,2,Online TA,0,Transient
City Hotel,0,53,7,3,Online TA,0,Transient
City Hotel,0,128,7,1,Online TA,0,Transient
City Hotel,0,0,7,5,Online TA,0,Transient
City Hotel,0,4,7,6,Online TA,0,Transient
City Hotel,0,118,7,8,Online TA,0,Transient
City Hotel,0,56,7,11,Online TA,0,Transient
City Hotel,0,57,7,12,Online TA,0,Transient
City Hotel,0,97,7,12,Online TA,1,Transient
City Hotel,0,128,7,11,Online TA,2,Transient-Party
City Hotel,0,128,7,11,Online TA,3,Transient-Party
City Hotel,0,94,7,13,Online TA,0,Transient
City Hotel,0,94,7,13,Online TA,0,Transient
City Hotel,0,4,7,14,Online TA,0,Transient
City Hotel,0,33,7,15,Online TA,0,Transient
City Hotel,0,73,7,14,Offline TA/TO,0,Transient
City Hotel,0,57,7,18,Online TA,0,Transient
City Hotel,0,121,7,16,Online TA,0,Transient
City Hotel,0,81,7,16,Offline TA/TO,3,Transient
City Hotel,0,0,7,20,Direct,0,Transient
City Hotel,0,60,7,20,Online TA,0,Transient
City Hotel,0,11,7,18,Offline TA/TO,0,Transient
City Hotel,0,226,7,22,Groups,0,Transient-Party
City Hotel,0,226,7,22,Groups,0,Transient-Party
City Hotel,0,226,7,22,Groups,0,Transient-Party
City Hotel,0,226,7,22,Groups,0,Transient-Party
City Hotel,0,226,7,22,Groups,0,Transient-Party
City Hotel,0,226,7,22,Groups,0,Transient-Party
City Hotel,0,226,7,22,Groups,0,Transient-Party
City Hotel,0,226,7,22,Groups,0,Transient-Party
City Hotel,0,226,7,22,Groups,0,Transient-Party
City Hotel,0,226,7,22,Groups,0,Transient-Party
City Hotel,0,226,7,22,Groups,0,Transient-Party
City Hotel,0,226,7,22,Groups,0,Transient-Party
City Hotel,0,226,7,22,Groups,0,Transient-Party
City Hotel,0,226,7,22,Groups,0,Transient-Party
City Hotel,0,226,7,22,Groups,0,Transient-Party
City Hotel,0,226,7,22,Groups,0,Transient-Party
City Hotel,0,226,7,22,Groups,0,Transient-Party
City Hotel,0,226,7,22,Groups,0,Transient-Party
City Hotel,0,226,7,22,Groups,0,Transient-Party
City Hotel,0,226,7,22,Groups,0,Transient-Party
City Hotel,0,226,7,22,Groups,0,Transient-Party
City Hotel,0,226,7,22,Groups,0,Transient-Party
City Hotel,0,226,7,22,Groups,0,Transient-Party
City Hotel,0,0,7,23,Online TA,0,Transient
City Hotel,0,0,7,28,Online TA,0,Transient
City Hotel,0,0,7,29,Online TA,0,Transient
City Hotel,0,4,8,2,Direct,0,Transient
City Hotel,0,11,8,2,Online TA,0,Transient
City Hotel,0,4,8,2,Online TA,0,Transient
City Hotel,0,4,8,2,Online TA,0,Transient
City Hotel,0,4,8,2,Online TA,0,Transient
City Hotel,0,23,8,3,Online TA,0,Transient
City Hotel,0,131,8,3,Offline TA/TO,1,Transient
City Hotel,0,7,8,6,Online TA,0,Transient
City Hotel,0,236,8,2,Corporate,0,Transient
City Hotel,0,11,8,8,Online TA,0,Transient
City Hotel,0,221,8,12,Offline TA/TO,0,Transient-Party
City Hotel,0,116,8,12,Online TA,0,Transient
City Hotel,0,40,8,13,Online TA,1,Transient
City Hotel,0,11,8,13,Online TA,0,Transient
City Hotel,0,6,8,15,Online TA,0,Transient
City Hotel,0,0,8,17,Online TA,1,Transient
City Hotel,0,0,8,18,Direct,0,Transient
City Hotel,0,320,8,18,Offline TA/TO,0,Transient-Party
City Hotel,0,5,8,20,Online TA,0,Transient
City Hotel,0,155,8,21,Online TA,0,Transient
City Hotel,0,155,8,21,Online TA,0,Transient
City Hotel,0,0,8,19,Online TA,0,Transient
City Hotel,0,7,8,23,Online TA,0,Transient
City Hotel,0,0,8,23,Online TA,0,Transient
City Hotel,0,168,8,20,Online TA,0,Transient
City Hotel,0,1,8,24,Online TA,1,Transient
City Hotel,0,21,8,24,Online TA,1,Transient
City Hotel,0,32,8,23,Direct,2,Transient
City Hotel,0,4,8,25,Online TA,1,Transient
City Hotel,0,10,8,22,Online TA,0,Transient
City Hotel,0,112,8,24,Offline TA/TO,0,Transient
City Hotel,0,8,8,22,Online TA,0,Transient
City Hotel,0,112,8,24,Offline TA/TO,0,Transient
City Hotel,0,1,8,26,Online TA,0,Transient
City Hotel,0,19,8,28,Online TA,0,Transient
City Hotel,0,22,8,30,Online TA,0,Group
City Hotel,0,0,8,30,Online TA,0,Transient
City Hotel,0,26,8,28,Direct,0,Transient
City Hotel,0,0,9,1,Online TA,0,Transient
City Hotel,0,28,9,1,Online TA,0,Transient
City Hotel,0,191,8,30,Online TA,1,Transient
City Hotel,0,191,8,30,Online TA,1,Transient
City Hotel,0,64,9,2,Online TA,1,Transient
City Hotel,0,3,9,2,Direct,0,Transient
City Hotel,0,0,9,2,Online TA,0,Transient
City Hotel,0,182,9,3,Online TA,0,Transient
City Hotel,0,62,9,3,Online TA,0,Transient
City Hotel,0,62,9,3,Online TA,0,Transient
City Hotel,0,23,9,5,Online TA,0,Transient
City Hotel,0,50,9,1,Direct,2,Transient
City Hotel,0,40,9,7,Direct,1,Transient
City Hotel,0,9,9,4,Online TA,0,Transient
City Hotel,0,12,9,8,Online TA,0,Transient
City Hotel,0,1,9,2,Aviation,0,Transient
City Hotel,0,32,9,2,Direct,2,Transient
City Hotel,0,40,9,7,Direct,0,Transient
City Hotel,0,52,9,7,Online TA,1,Transient
City Hotel,0,67,9,7,Online TA,0,Transient
City Hotel,0,80,9,4,Offline TA/TO,1,Transient-Party
City Hotel,0,88,9,3,Offline TA/TO,2,Transient-Party
City Hotel,0,0,9,4,Offline TA/TO,0,Transient-Party
City Hotel,0,23,9,8,Online TA,0,Transient
City Hotel,0,213,9,8,Online TA,0,Transient
City Hotel,0,39,9,12,Groups,2,Transient-Party
City Hotel,0,50,9,10,Direct,0,Transient
City Hotel,0,0,9,11,Online TA,1,Transient
City Hotel,0,2,9,11,Direct,0,Transient
City Hotel,0,14,9,11,Online TA,0,Transient
City Hotel,0,38,9,10,Direct,1,Transient
City Hotel,0,17,9,11,Direct,0,Transient
City Hotel,0,34,9,11,Online TA,0,Transient
City Hotel,0,40,9,13,Groups,2,Transient-Party
City Hotel,0,78,9,11,Online TA,0,Transient
City Hotel,0,5,9,12,Direct,1,Transient
City Hotel,0,94,9,11,Online TA,0,Transient
City Hotel,0,3,9,12,Offline TA/TO,0,Transient
City Hotel,0,121,9,9,Online TA,0,Transient
City Hotel,0,58,9,14,Online TA,0,Transient
City Hotel,0,8,9,15,Online TA,0,Transient
City Hotel,0,30,9,15,Online TA,0,Transient
City Hotel,0,0,9,15,Online TA,0,Transient
City Hotel,0,9,9,15,Online TA,0,Transient
City Hotel,0,31,9,16,Online TA,0,Transient
City Hotel,0,15,9,15,Online TA,0,Transient
City Hotel,0,40,9,13,Groups,1,Transient-Party
City Hotel,0,115,9,16,Online TA,0,Transient
City Hotel,0,40,9,13,Groups,2,Transient-Party
City Hotel,0,40,9,13,Groups,2,Transient-Party
City Hotel,0,197,9,15,Online TA,0,Transient
City Hotel,0,111,9,16,Online TA,0,Transient
City Hotel,0,1,9,17,Online TA,0,Transient
City Hotel,0,67,9,16,Direct,0,Transient
City Hotel,0,89,9,16,Online TA,3,Transient
City Hotel,0,88,9,15,Online TA,4,Transient
City Hotel,0,56,9,20,Offline TA/TO,0,Transient
City Hotel,0,57,9,21,Online TA,0,Transient
City Hotel,0,57,9,21,Online TA,0,Transient
City Hotel,0,20,9,19,Corporate,0,Transient
City Hotel,0,57,9,21,Offline TA/TO,0,Transient
City Hotel,0,1,9,22,Online TA,0,Transient
City Hotel,0,42,8,27,Online TA,2,Transient
City Hotel,0,123,9,23,Direct,1,Transient
City Hotel,0,154,9,25,Direct,0,Transient
City Hotel,0,0,9,25,Direct,0,Transient
City Hotel,0,22,9,24,Direct,0,Transient
City Hotel,0,36,9,25,Online TA,0,Transient
City Hotel,0,0,9,27,Online TA,0,Transient
City Hotel,0,11,9,25,Online TA,0,Transient
City Hotel,0,0,9,29,Online TA,0,Transient
City Hotel,0,76,9,27,Online TA,0,Transient
City Hotel,0,57,9,24,Online TA,0,Transient
City Hotel,0,64,9,28,Offline TA/TO,0,Transient
City Hotel,0,64,9,28,Offline TA/TO,0,Transient
City Hotel,0,78,9,29,Offline TA/TO,0,Transient
City Hotel,0,1,9,30,Direct,1,Transient
City Hotel,0,47,10,2,Online TA,0,Transient
City Hotel,0,9,10,1,Direct,0,Transient
City Hotel,0,33,10,3,Online TA,0,Transient
City Hotel,0,26,10,2,Online TA,0,Transient
City Hotel,0,0,10,1,Online TA,0,Transient
City Hotel,0,5,10,1,Online TA,0,Transient
City Hotel,0,12,10,2,Offline TA/TO,0,Transient
City Hotel,0,21,10,2,Direct,2,Transient
City Hotel,0,20,10,2,Online TA,0,Transient
City Hotel,0,1,10,2,Online TA,0,Transient
City Hotel,0,164,10,5,Direct,0,Transient
City Hotel,0,185,10,5,Online TA,0,Transient
City Hotel,0,45,10,4,Online TA,0,Transient
City Hotel,0,49,10,5,Online TA,0,Transient
City Hotel,0,0,10,6,Direct,0,Transient
City Hotel,0,40,10,3,Online TA,0,Transient
City Hotel,0,0,10,8,Direct,0,Transient
City Hotel,0,59,10,9,Online TA,0,Transient
City Hotel,0,59,10,9,Online TA,0,Transient
City Hotel,0,95,10,7,Online TA,0,Transient
City Hotel,0,163,10,8,Online TA,2,Transient
City Hotel,0,102,10,9,Online TA,0,Transient
City Hotel,0,36,10,13,Online TA,0,Group
City Hotel,0,0,10,8,Online TA,0,Transient
City Hotel,0,110,10,9,Offline TA/TO,1,Transient-Party
City Hotel,0,180,10,10,Offline TA/TO,1,Group
City Hotel,0,36,10,13,Online TA,0,Transient-Party
City Hotel,0,17,10,7,Online TA,1,Transient
City Hotel,0,0,10,10,Online TA,1,Transient
City Hotel,0,98,10,9,Online TA,0,Transient
City Hotel,0,13,10,10,Corporate,0,Transient
City Hotel,0,0,10,12,Direct,1,Transient
City Hotel,0,111,10,10,Offline TA/TO,2,Transient-Party
City Hotel,0,36,10,13,Online TA,0,Transient-Party
City Hotel,0,180,10,10,Offline TA/TO,1,Transient-Party
City Hotel,0,36,10,13,Online TA,0,Transient-Party
City Hotel,0,180,10,10,Offline TA/TO,1,Transient-Party
City Hotel,0,113,10,13,Online TA,0,Transient-Party
City Hotel,0,180,10,10,Offline TA/TO,1,Transient-Party
City Hotel,0,36,10,13,Online TA,0,Transient-Party
City Hotel,0,1,10,12,Online TA,0,Transient
City Hotel,0,0,10,14,Direct,0,Transient-Party
City Hotel,0,5,10,13,Online TA,0,Transient
City Hotel,0,99,10,12,Direct,3,Transient
City Hotel,0,99,10,12,Direct,2,Transient
City Hotel,0,100,10,13,Direct,4,Transient
City Hotel,0,53,10,8,Direct,0,Transient
City Hotel,0,0,10,13,Direct,0,Transient
City Hotel,0,0,10,15,Online TA,1,Transient
City Hotel,0,114,10,12,Direct,1,Transient
City Hotel,0,50,10,17,Online TA,0,Transient
City Hotel,0,57,10,13,Direct,0,Transient
City Hotel,0,57,10,13,Direct,0,Transient
City Hotel,0,28,10,19,Online TA,0,Transient
City Hotel,0,36,10,20,Online TA,0,Transient
City Hotel,0,0,10,22,Online TA,0,Transient
City Hotel,0,7,10,21,Online TA,0,Transient
City Hotel,0,193,10,19,Offline TA/TO,3,Transient
City Hotel,0,0,10,22,Online TA,1,Transient
City Hotel,0,220,10,20,Online TA,0,Transient
City Hotel,0,220,10,20,Online TA,0,Transient
City Hotel,0,3,10,25,Online TA,0,Transient
City Hotel,0,7,10,25,Online TA,0,Transient
City Hotel,0,69,10,28,Online TA,0,Transient
City Hotel,0,86,10,25,Online TA,2,Transient
City Hotel,0,2,10,27,Online TA,0,Transient
City Hotel,0,21,10,29,Online TA,0,Transient
City Hotel,0,88,10,30,Direct,0,Transient
City Hotel,0,71,11,3,Online TA,2,Transient
City Hotel,0,71,11,3,Online TA,2,Transient
City Hotel,0,95,10,30,Offline TA/TO,0,Transient
City Hotel,0,11,11,1,Corporate,0,Transient
City Hotel,0,94,11,3,Online TA,0,Transient
City Hotel,0,94,11,3,Online TA,0,Transient
City Hotel,0,46,11,6,Online TA,0,Transient
City Hotel,0,11,11,3,Online TA,0,Transient
City Hotel,0,145,11,7,Online TA,0,Transient
City Hotel,0,20,11,7,Online TA,0,Transient
City Hotel,0,72,11,9,Online TA,0,Transient
City Hotel,0,5,11,6,Online TA,0,Transient
City Hotel,0,17,11,9,Online TA,0,Transient
City Hotel,0,57,11,11,Online TA,0,Transient
City Hotel,0,33,11,11,Online TA,0,Transient
City Hotel,0,33,11,11,Online TA,1,Transient
City Hotel,0,28,11,8,Direct,0,Transient
City Hotel,0,92,11,11,Direct,0,Transient
City Hotel,0,71,11,8,Online TA,0,Transient
City Hotel,0,4,11,13,Online TA,0,Transient
City Hotel,0,53,11,11,Direct,0,Transient
City Hotel,0,104,11,12,Direct,2,Transient
City Hotel,0,5,11,13,Corporate,0,Transient-Party
City Hotel,0,8,11,15,Online TA,0,Transient
City Hotel,0,27,11,16,Online TA,0,Transient
City Hotel,0,77,11,19,Online TA,0,Transient
City Hotel,0,260,11,16,Online TA,0,Transient
City Hotel,0,54,11,18,Online TA,0,Transient
City Hotel,0,16,11,23,Online TA,0,Transient
City Hotel,0,19,11,26,Online TA,4,Group
City Hotel,0,29,11,24,Direct,0,Transient
City Hotel,0,30,11,25,Direct,0,Transient
City Hotel,0,143,11,24,Direct,0,Transient
City Hotel,0,0,11,26,Direct,1,Transient
City Hotel,0,73,12,3,Online TA,0,Transient
City Hotel,0,3,12,2,Online TA,0,Transient
City Hotel,0,42,11,30,Online TA,0,Transient
City Hotel,0,20,12,4,Online TA,0,Transient
City Hotel,0,103,12,9,Online TA,0,Transient
City Hotel,0,25,12,7,Online TA,0,Transient
City Hotel,0,55,12,9,Online TA,0,Transient
City Hotel,0,68,12,10,Direct,0,Transient
City Hotel,0,5,12,13,Online TA,0,Transient
City Hotel,0,34,12,17,Online TA,0,Transient
City Hotel,0,101,12,15,Direct,0,Transient
City Hotel,0,32,12,17,Online TA,0,Transient
City Hotel,0,26,12,21,Online TA,0,Transient
City Hotel,0,53,12,17,Online TA,0,Transient
City Hotel,0,53,12,17,Online TA,0,Transient
City Hotel,0,18,12,23,Online TA,0,Transient
City Hotel,0,89,12,22,Online TA,0,Transient
City Hotel,0,1,12,25,Online TA,1,Transient
City Hotel,0,87,12,25,Online TA,0,Transient
City Hotel,0,87,12,25,Online TA,0,Transient
City Hotel,0,11,12,27,Direct,1,Transient
City Hotel,0,163,12,26,Online TA,0,Transient
City Hotel,0,163,12,26,Online TA,0,Transient
City Hotel,0,1,12,29,Online TA,1,Transient
City Hotel,0,1,12,29,Online TA,1,Transient
City Hotel,0,36,12,30,Online TA,0,Transient
City Hotel,0,23,12,30,Online TA,0,Transient
City Hotel,0,23,12,30,Online TA,0,Transient
City Hotel,0,1,12,31,Direct,1,Transient
City Hotel,0,42,12,29,Direct,0,Transient
